Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Duration,Profit Margin,Sales Performance Category
518.0,CA-2019-127432,2019-01-22,2019-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2.0,0.0,5.381999969482422,5,0.449999997448363,Low
519.0,CA-2019-127432,2019-01-22,2019-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3.0,0.0,56.30099868774414,5,0.04999999883460697,Premium
520.0,CA-2017-157812,2017-03-22,2017-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1.0,0.2,5.287700176239014,4,0.28750000958237354,Low
521.0,CA-2017-157812,2017-03-22,2017-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2.0,0.2,-25.91360092163086,4,-0.20000000711310553,Medium
522.0,CA-2017-157812,2017-03-22,2017-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.111999999999997,9.0,0.8,-21.167999267578125,4,-1.4999999480993573,Low
523.0,CA-2019-145142,2019-01-23,2019-01-25,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2.0,0.0,21.097999572753906,2,0.09999999797494505,High
524.0,US-2018-139486,2018-05-21,2018-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3.0,0.2,-12.414600372314453,2,-0.22500000674776086,Medium
525.0,US-2018-139486,2018-05-21,2018-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2.0,0.0,27.16659927368164,2,0.40999998903835855,Medium
526.0,CA-2017-158792,2017-12-26,2018-01-02,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.200000000000003,5.0,0.0,10.434000015258789,7,0.4700000006873328,Low
527.0,CA-2019-113558,2019-10-21,2019-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.9520000000001,3.0,0.2,42.74700164794922,5,0.06250000240945155,High
528.0,CA-2019-113558,2019-10-21,2019-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.0,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3.0,0.2,5.1407999992370605,5,0.11249999998330402,Low
529.0,US-2017-138303,2017-09-03,2017-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336000000000006,3.0,0.2,-7.267199993133545,4,-0.19999999981102884,Low
530.0,US-2017-138303,2017-09-03,2017-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1.0,0.2,-149.9058074951172,4,-0.2250000112497406,High
531.0,US-2017-138303,2017-09-03,2017-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6.0,0.2,19.691999435424805,4,0.3749999892486442,Medium
532.0,CA-2017-102848,2017-11-07,2017-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72000000000003,1.0,0.2,11.920000076293945,2,0.06250000040003116,Medium
533.0,US-2019-129441,2019-09-07,2019-09-11,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3.0,0.0,2.3970000743865967,4,0.050000001551660345,Low
534.0,CA-2018-168753,2018-05-29,2018-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5.0,0.0,274.385986328125,3,0.2799999860483953,High
535.0,CA-2018-168753,2018-05-29,2018-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5.0,0.0,11.375,3,0.5,Low
536.0,CA-2018-126613,2018-07-10,2018-07-16,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2.0,0.2,1.4672000408172607,6,0.08750000243423549,Low
537.0,US-2019-122637,2019-09-03,2019-09-08,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.61599999999999,7.0,0.8,-68.18560028076172,5,-1.6000000065881765,Low
538.0,CA-2017-147851,2017-12-03,2017-12-08,Standard Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4.0,0.2,3.359999895095825,5,0.3124999902432873,Low
539.0,CA-2017-134894,2017-12-07,2017-12-11,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3.0,0.0,41.293800354003906,4,0.27000000231465876,Medium
540.0,CA-2017-134894,2017-12-07,2017-12-11,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4.0,0.0,70.9800033569336,4,0.2500000118235193,High
541.0,CA-2016-140795,2016-02-01,2016-02-03,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.0,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90000000000003,6.0,0.0,206.3159942626953,2,0.439999987764332,High
542.0,CA-2018-136924,2018-07-14,2018-07-17,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86400000000003,8.0,0.2,38.08639907836914,3,0.09999999758015758,High
543.0,US-2017-120161,2017-12-18,2017-12-23,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.7760000000001,9.0,0.2,-145.52459716796875,5,-0.2249999956213105,High
544.0,CA-2016-103849,2016-05-11,2016-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2.0,0.2,7.263999938964844,5,0.12499999894969789,Medium
545.0,CA-2016-103849,2016-05-11,2016-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1.0,0.2,6.299499988555908,5,0.06249999988645833,Medium
546.0,CA-2016-103849,2016-05-11,2016-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.11200000000001,4.0,0.6,-84.29280090332031,5,-1.2750000136634847,Medium
547.0,CA-2019-162929,2019-11-19,2019-11-22,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,6.0,0.2,13.932000160217285,3,0.3375000038812327,Low
548.0,CA-2019-162929,2019-11-19,2019-11-22,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2.0,0.0,6.412799835205078,3,0.47999998766505075,Low
549.0,CA-2017-113173,2017-11-15,2017-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,9.0,0.2,15.642000198364258,2,0.06250000079259468,High
550.0,CA-2017-113173,2017-11-15,2017-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.363999999999997,3.0,0.8,-17.04599952697754,2,-1.4999999583753558,Low
551.0,CA-2017-113173,2017-11-15,2017-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,5.0,0.2,-1.74399995803833,2,-0.19999999518788186,Low
552.0,CA-2018-136406,2018-04-15,2018-04-17,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110.0,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2.0,0.2,0.0,2,0.0,Premium
553.0,CA-2019-112774,2019-09-11,2019-09-12,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504000000000005,1.0,0.2,6.0381999015808105,1,0.17499999714760056,Low
554.0,CA-2019-101945,2019-11-24,2019-11-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070.0,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3.0,0.2,2.57069993019104,4,0.23749999355053955,Low
555.0,CA-2019-100650,2019-06-29,2019-07-03,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804.0,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2.0,0.0,310.9872131347656,4,0.24000001013657074,Premium
556.0,CA-2016-155852,2016-03-03,2016-03-07,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456000000000003,4.0,0.2,3.4047999382019043,4,0.17499999682369982,Low
557.0,CA-2018-113243,2018-06-10,2018-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2.0,0.0,9.935999870300293,5,0.4799999937343137,Low
558.0,CA-2018-113243,2018-06-10,2018-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4.0,0.2,-217.04800415039062,5,-0.16250000310732407,Premium
559.0,CA-2018-113243,2018-06-10,2018-06-15,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.400000000000006,5.0,0.0,15.552000045776367,5,0.48000000141285076,Low
560.0,CA-2019-118731,2019-11-20,2019-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3.0,0.0,16.61400032043457,2,0.3900000075219383,Low
561.0,CA-2019-118731,2019-11-20,2019-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.05600000000001,7.0,0.2,27.318199157714844,2,0.32499998997947604,Medium
562.0,CA-2016-145576,2016-09-14,2016-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614.0,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,5.0,0.2,1.2999999523162842,4,0.09999999633202186,Low
563.0,CA-2016-145576,2016-09-14,2016-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614.0,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3.0,0.2,3.7743000984191895,4,0.2875000074968913,Low
564.0,CA-2017-130736,2017-12-07,2017-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2.0,0.0,0.0,2,0.0,Low
565.0,CA-2017-130736,2017-12-07,2017-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105.0,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1.0,0.0,1.200600028038025,2,0.4600000107425383,Low
566.0,CA-2019-137099,2019-12-07,2019-12-10,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.37600000000003,3.0,0.2,46.797000885009766,3,0.12500000236395967,High
567.0,CA-2019-156951,2019-10-01,2019-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8.0,0.0,45.0015983581543,7,0.4899999821227602,Medium
568.0,CA-2019-156951,2019-10-01,2019-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.08800000000001,7.0,0.2,27.36720085144043,7,0.33750001050020256,Medium
569.0,CA-2019-156951,2019-10-01,2019-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3.0,0.0,9.331199645996094,7,0.4799999817899225,Low
570.0,CA-2019-156951,2019-10-01,2019-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15199999999993,3.0,0.2,0.0,7,0.0,High
571.0,CA-2019-164826,2019-12-28,2020-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7.0,0.0,34.7760009765625,7,0.4800000134791235,Medium
572.0,CA-2019-164826,2019-12-28,2020-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4.0,0.0,6.421599864959717,7,0.45999999032662725,Low
573.0,CA-2019-164826,2019-12-28,2020-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7.0,0.2,11.22659969329834,7,0.3374999907797721,Low
574.0,CA-2019-164826,2019-12-28,2020-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.850000000000001,3.0,0.0,4.009500026702881,7,0.2700000017981738,Low
575.0,CA-2018-127250,2018-11-03,2018-11-07,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270.0,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3.0,0.0,2.3814001083374023,4,0.2700000122831522,Low
576.0,CA-2017-149713,2017-09-18,2017-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14.0,0.0,78.75279998779297,4,0.48999999992404786,Medium
577.0,CA-2017-149713,2017-09-18,2017-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4.0,0.0,9.7608003616333,4,0.4900000181542821,Low
578.0,CA-2017-149713,2017-09-18,2017-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2.0,0.0,2.190000057220459,4,0.30000000783841907,Low
579.0,CA-2019-118640,2019-07-20,2019-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2.0,0.2,8.71399974822998,6,0.12499999638842639,Medium
580.0,CA-2019-118640,2019-07-20,2019-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1.0,0.6,-5.714799880981445,6,-0.6499999864628577,Low
581.0,CA-2017-132906,2017-09-10,2017-09-14,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004.0,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4.0,0.0,1.5456000566482544,4,0.030000001099539098,Medium
582.0,CA-2019-145233,2019-12-01,2019-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.3760000000001,3.0,0.2,52.917301177978516,4,0.11250000250433378,High
583.0,CA-2019-145233,2019-12-01,2019-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2.0,0.2,9.23859977722168,4,0.08749999789003712,Medium
584.0,CA-2019-145233,2019-12-01,2019-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3.0,0.2,3.5046000480651855,4,0.11250000154292454,Low
585.0,CA-2019-145233,2019-12-01,2019-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7.0,0.7,-4.7480998039245605,4,-0.6999999710931093,Low
586.0,CA-2019-145233,2019-12-01,2019-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4.0,0.2,30.47760009765625,4,0.07500000024031482,High
587.0,CA-2017-128139,2017-07-03,2017-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475.0,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1.0,0.0,4.968599796295166,6,0.0699999971301094,Medium
588.0,CA-2017-128139,2017-07-03,2017-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3.0,0.0,144.5157012939453,6,0.49000000438729635,High
589.0,US-2018-156986,2018-03-20,2018-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2.0,0.2,-20.136199951171875,4,-0.23749999942408795,Medium
590.0,US-2018-156986,2018-03-20,2018-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736000000000004,4.0,0.2,7.257599830627441,4,0.349999991831956,Low
591.0,US-2018-156986,2018-03-20,2018-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821000000000005,3.0,0.7,-12.896100044250488,4,-0.7666666692973357,Low
592.0,US-2018-156986,2018-03-20,2018-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368000000000002,2.0,0.2,3.6287999153137207,4,0.349999991831956,Low
593.0,CA-2016-135405,2016-01-09,2016-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2.0,0.2,1.1679999828338623,4,0.12499999816287055,Low
594.0,CA-2016-135405,2016-01-09,2016-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.200000000000003,3.0,0.2,9.75,4,0.31249999999999994,Low
595.0,CA-2016-131450,2016-08-08,2016-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2.0,0.0,22.074800491333008,7,0.2900000064547163,Medium
596.0,CA-2016-131450,2016-08-08,2016-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3.0,0.2,434.9913024902344,7,0.3625000020752368,Premium
597.0,CA-2016-131450,2016-08-08,2016-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96000000000004,5.0,0.2,55.744998931884766,7,0.12499999760490797,High
598.0,CA-2016-131450,2016-08-08,2016-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8.0,0.0,91.77279663085938,7,0.2799999897207084,High
599.0,CA-2018-120180,2018-07-14,2018-07-16,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2.0,0.2,1.017799973487854,2,0.08749999772075774,Low
600.0,US-2018-100720,2018-07-16,2018-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.98199999999997,3.0,0.4,-28.79640007019043,5,-0.20000000048749453,Medium
601.0,US-2018-100720,2018-07-16,2018-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4.0,0.4,-115.35440063476562,5,-0.23333333461730674,High
602.0,US-2018-100720,2018-07-16,2018-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2.0,0.2,0.7300000190734863,5,0.12500000326600794,Low
603.0,CA-2016-149958,2016-03-15,2016-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1.0,0.2,17.847000122070312,4,0.1250000008549778,Medium
604.0,CA-2016-149958,2016-03-15,2016-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3.0,0.2,5.1407999992370605,4,0.11249999998330402,Low
605.0,CA-2016-149958,2016-03-15,2016-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3.0,0.7,-5.53380012512207,4,-0.7666666840013951,Low
606.0,CA-2016-149958,2016-03-15,2016-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.18800000000001,4.0,0.7,-31.671199798583984,4,-0.73333332866963,Low
607.0,CA-2016-149958,2016-03-15,2016-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3.0,0.2,47.81520080566406,4,0.3625000061079578,Medium
608.0,US-2016-105767,2016-05-23,2016-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.2820000000000005,2.0,0.7,-2.6256000995635986,4,-0.8000000303362579,Low
609.0,US-2016-105767,2016-05-23,2016-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9.0,0.2,2.3814001083374023,4,0.11250000511798008,Low
610.0,US-2016-105767,2016-05-23,2016-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2.0,0.4,-10.117799758911133,4,-0.1833333289648317,Medium
